"Einheit";"Haus";"Wohnung";"Wohngebiet";"Geschoss";"Wohnfläche";"Raumanzahl";"Dusche";"Wanne";"Aufzug";"Balkon/Terasse";"Einstufung Mietkosten";"Geschlecht";"Einzug";"Wohndauer in Monaten";"Altereinstufung";"Personenanzahl";"Haustier";"Mahnverfahren"
77;2;14;"Innenstadt";"2. Obergeschoss";61.99;3;"nein";"ja";"nein";"ja";2;"W";10/01/00;278;4;4;"nein";"nein"
246;1;5;"Innenstadt";"2. Obergeschoss";71.16;3;"ja";"nein";"nein";"ja";3;"M";05/01/10;163;4;2;"nein";"nein"
14;2;20;"Innenstadt";"3. Obergeschoss";74;3;"nein";"ja";"nein";"ja";3;"M";01/01/13;131;4;3;"nein";"nein"
203;1;4;"Innenstadt";"3. Obergeschoss";61.99;3;"nein";"ja";"nein";"ja";2;"W";06/01/07;198;5;2;"nein";"nein"
172;2;17;"Innenstadt";"3. Obergeschoss";71.16;3;"nein";"ja";"nein";"ja";3;"M";07/01/09;173;3;1;"nein";"ja"
140;5;47;"Innenstadt";"1. Obergeschoss";90.31;4;"nein";"ja";"nein";"ja";3;"M";09/01/92;375;3;4;"nein";"nein"
20;1;5;"Innenstadt";"1. Obergeschoss";112.2;4;"ja";"ja";"nein";"ja";4;"M";03/01/09;177;3;3;"ja";"nein"
100;4;29;"Innenstadt";"2. Obergeschoss";90.31;4;"nein";"ja";"nein";"ja";3;"W";11/01/12;133;3;5;"nein";"nein"
160;4;40;"Innenstadt";"2. Obergeschoss";112.2;4;"nein";"ja";"nein";"ja";4;"M";12/01/19;48;2;4;"nein";"nein"
57;1;1;"Innenstadt";"3. Obergeschoss";90.31;4;"nein";"ja";"nein";"ja";3;"W";06/01/12;138;2;2;"ja";"nein"
208;2;16;"Innenstadt";"3. Obergeschoss";112.2;4;"ja";"ja";"nein";"ja";4;"W";11/01/17;73;3;2;"nein";"nein"
243;2;32;"Innenstadt";"4. Obergeschoss";71.17;3;"nein";"ja";"nein";"nein";3;"W";09/01/15;74;2;1;"nein";"nein"
243;2;32;"Innenstadt";"4. Obergeschoss";71.17;3;"nein";"ja";"nein";"nein";3;"M";12/01/21;24;2;2;"nein";"nein"
134;4;38;"Innenstadt";"4. Obergeschoss";100.77;4;"ja";"ja";"nein";"ja";4;"M";09/01/13;123;2;1;"nein";"nein"
76;2;17;"Innenstadt";"Erdgeschoss";67.98;3;"ja";"nein";"nein";"nein";3;"W";11/01/18;61;5;1;"nein";"nein"
236;1;2;"Innenstadt";"Erdgeschoss";71.9;3;"nein";"ja";"nein";"nein";3;"W";05/01/17;45;5;1;"nein";"nein"
236;1;2;"Innenstadt";"Erdgeschoss";71.9;3;"nein";"ja";"nein";"nein";3;"W";03/01/21;33;3;1;"nein";"nein"
131;3;22;"Innenstadt";"1. Obergeschoss";70.16;3;"nein";"ja";"nein";"ja";3;"M";02/01/15;106;5;2;"nein";"nein"
114;5;36;"Innenstadt";"1. Obergeschoss";75.04;3;"ja";"nein";"nein";"ja";3;"M";04/01/99;296;"\N";2;"nein";"nein"
88;4;46;"Innenstadt";"2. Obergeschoss";70.16;3;"nein";"ja";"nein";"ja";3;"W";09/01/03;243;3;3;"nein";"nein"
85;1;6;"Innenstadt";"2. Obergeschoss";75.04;3;"nein";"ja";"nein";"ja";3;"M";04/01/05;224;3;2;"ja";"nein"
169;5;45;"Innenstadt";"3. Obergeschoss";75.04;3;"ja";"ja";"nein";"ja";3;"M";09/01/03;243;3;2;"nein";"nein"
148;1;4;"Innenstadt";"Erdgeschoss";67.98;3;"ja";"nein";"nein";"nein";3;"M";02/01/59;744;5;2;"nein";"nein"
148;1;4;"Innenstadt";"Erdgeschoss";67.98;3;"ja";"nein";"nein";"nein";3;"W";03/01/21;20;5;1;"nein";"nein"
148;1;4;"Innenstadt";"Erdgeschoss";67.98;3;"ja";"nein";"nein";"nein";3;"M";12/01/23;0;3;3;"nein";"nein"
78;1;8;"Innenstadt";"Erdgeschoss";71.9;3;"ja";"nein";"nein";"nein";3;"W";08/01/20;37;3;3;"nein";"nein"
78;1;8;"Innenstadt";"Erdgeschoss";71.9;3;"ja";"nein";"nein";"nein";4;"W";10/01/23;2;2;2;"ja";"nein"
104;1;78;"Innenstadt";"1. Obergeschoss";70.16;3;"nein";"ja";"nein";"ja";3;"W";06/01/76;570;5;2;"nein";"nein"
99;1;35;"Innenstadt";"1. Obergeschoss";74.08;3;"nein";"ja";"nein";"ja";3;"M";07/01/14;113;4;2;"nein";"nein"
174;1;7;"Innenstadt";"2. Obergeschoss";70.16;3;"nein";"ja";"nein";"ja";3;"W";09/01/15;99;4;1;"nein";"nein"
105;2;116;"Innenstadt";"2. Obergeschoss";74.08;3;"nein";"ja";"nein";"ja";2;"W";12/01/04;228;5;1;"nein";"nein"
154;3;25;"Innenstadt";"3. Obergeschoss";70.16;3;"ja";"ja";"nein";"ja";3;"W";01/01/09;147;5;1;"nein";"nein"
154;3;25;"Innenstadt";"3. Obergeschoss";70.16;3;"ja";"ja";"nein";"ja";3;"M";09/01/22;15;2;1;"ja";"nein"
208;3;34;"Innenstadt";"3. Obergeschoss";74.08;3;"nein";"ja";"nein";"ja";3;"M";01/01/01;275;3;2;"nein";"nein"
27;4;30;"Innenstadt";"Erdgeschoss";67.98;3;"nein";"ja";"nein";"nein";3;"M";02/01/59;778;5;2;"nein";"nein"
75;2;18;"Innenstadt";"Erdgeschoss";71.9;3;"nein";"ja";"nein";"nein";3;"W";03/01/07;201;5;1;"nein";"nein"
188;4;35;"Innenstadt";"1. Obergeschoss";70.16;3;"nein";"ja";"nein";"ja";3;"M";10/01/10;158;5;1;"nein";"nein"
138;7;64;"Innenstadt";"1. Obergeschoss";74.08;3;"nein";"ja";"nein";"ja";3;"W";05/01/19;55;5;1;"nein";"nein"
40;2;11;"Innenstadt";"2. Obergeschoss";70.16;3;"ja";"ja";"nein";"ja";3;"M";02/01/59;754;5;2;"nein";"nein"
40;2;11;"Innenstadt";"2. Obergeschoss";70.16;3;"ja";"ja";"nein";"ja";3;"M";03/01/23;9;"\N";2;"nein";"nein"
100;1;7;"Innenstadt";"2. Obergeschoss";74.08;3;"nein";"ja";"nein";"ja";3;"M";01/01/19;19;3;3;"nein";"nein"
100;1;7;"Innenstadt";"2. Obergeschoss";74.08;3;"nein";"ja";"nein";"ja";3;"W";09/01/20;39;2;2;"nein";"nein"
6;5;33;"Innenstadt";"3. Obergeschoss";70.16;3;"nein";"ja";"nein";"ja";3;"M";09/01/17;75;4;1;"nein";"nein"
131;2;13;"Innenstadt";"3. Obergeschoss";74.08;3;"ja";"ja";"nein";"ja";3;"M";12/01/17;72;2;1;"nein";"nein"
142;5;46;"Innenstadt";"Erdgeschoss";58.02;2;"nein";"ja";"nein";"nein";2;"M";12/01/16;84;3;1;"nein";"nein"
171;3;26;"Innenstadt";"Erdgeschoss";58.32;3;"nein";"ja";"nein";"nein";2;"W";02/01/19;58;5;1;"nein";"nein"
98;6;42;"Innenstadt";"1. Obergeschoss";63.84;3;"nein";"ja";"nein";"ja";2;"W";06/01/05;193;5;1;"nein";"nein"
98;6;42;"Innenstadt";"1. Obergeschoss";63.84;3;"nein";"ja";"nein";"ja";3;"W";04/01/22;20;4;1;"nein";"nein"
62;4;31;"Innenstadt";"1. Obergeschoss";60.06;2;"ja";"nein";"nein";"ja";3;"W";09/01/20;25;2;1;"nein";"nein"
62;4;31;"Innenstadt";"1. Obergeschoss";60.06;2;"ja";"nein";"nein";"ja";3;"M";11/01/22;13;2;1;"nein";"nein"
44;2;8;"Innenstadt";"2. Obergeschoss";63.84;3;"nein";"ja";"nein";"ja";2;"W";08/01/11;110;"\N";1;"nein";"nein"
44;2;8;"Innenstadt";"2. Obergeschoss";63.84;3;"nein";"ja";"nein";"ja";3;"M";04/01/21;32;2;1;"nein";"nein"
138;10;101;"Innenstadt";"2. Obergeschoss";60.06;2;"nein";"ja";"nein";"ja";2;"W";05/01/12;129;5;1;"nein";"nein"
138;10;101;"Innenstadt";"2. Obergeschoss";60.06;2;"nein";"ja";"nein";"ja";3;"M";03/01/24;-2;4;1;"nein";"nein"
142;7;63;"Innenstadt";"3. Obergeschoss";63.12;2;"ja";"nein";"nein";"ja";3;"M";04/01/15;101;3;1;"nein";"nein"
142;7;63;"Innenstadt";"3. Obergeschoss";63.12;2;"ja";"nein";"nein";"ja";3;"W";10/01/23;2;2;2;"nein";"nein"
23;1;1;"Innenstadt";"3. Obergeschoss";60.06;2;"ja";"nein";"nein";"ja";3;"M";08/01/19;52;2;1;"nein";"nein"
243;2;34;"Innenstadt";"Erdgeschoss";58.02;3;"nein";"ja";"nein";"nein";2;"W";03/01/24;-2;5;1;"nein";"nein"
138;2;13;"Innenstadt";"Erdgeschoss";58.32;3;"nein";"ja";"nein";"nein";2;"M";10/01/59;770;5;2;"nein";"nein"
81;2;10;"Innenstadt";"1. Obergeschoss";59.76;3;"ja";"nein";"nein";"ja";3;"W";04/01/20;44;5;2;"nein";"nein"
142;2;12;"Innenstadt";"1. Obergeschoss";60.06;2;"ja";"nein";"nein";"ja";3;"M";04/01/18;68;2;1;"nein";"nein"
142;2;12;"Innenstadt";"1. Obergeschoss";60.06;2;"ja";"nein";"nein";"ja";3;"W";02/01/24;-1;4;1;"nein";"nein"
10;3;20;"Innenstadt";"2. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";2;"W";10/01/14;72;2;1;"nein";"nein"
10;3;20;"Innenstadt";"2. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";3;"M";11/01/20;37;2;1;"nein";"nein"
141;5;46;"Innenstadt";"3. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";2;"W";08/01/16;88;3;3;"nein";"nein"
174;2;24;"Innenstadt";"3. Obergeschoss";60.06;3;"nein";"ja";"nein";"ja";2;"W";12/01/94;303;5;2;"nein";"nein"
174;2;24;"Innenstadt";"3. Obergeschoss";60.06;3;"nein";"ja";"nein";"ja";3;"M";12/01/20;36;2;2;"ja";"nein"
188;1;3;"Innenstadt";"Erdgeschoss";58.02;3;"nein";"ja";"nein";"nein";2;"W";02/01/06;214;5;1;"nein";"nein"
115;3;21;"Innenstadt";"Erdgeschoss";58.32;3;"nein";"ja";"nein";"nein";2;"W";10/01/59;770;5;1;"nein";"nein"
137;3;30;"Innenstadt";"1. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";3;"W";05/01/17;71;5;1;"nein";"nein"
100;1;3;"Innenstadt";"1. Obergeschoss";60.06;3;"nein";"ja";"nein";"ja";2;"W";04/01/02;260;4;2;"nein";"ja"
61;4;37;"Innenstadt";"2. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";2;"W";07/01/08;185;3;1;"nein";"ja"
94;3;19;"Innenstadt";"2. Obergeschoss";60.06;2;"ja";"nein";"nein";"ja";2;"M";07/01/16;89;3;1;"nein";"nein"
153;1;3;"Innenstadt";"3. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";3;"M";08/01/18;48;2;1;"ja";"nein"
153;1;3;"Innenstadt";"3. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";3;"M";12/01/22;12;2;2;"nein";"nein"
77;3;17;"Innenstadt";"3. Obergeschoss";60.06;2;"nein";"ja";"nein";"ja";3;"W";04/01/19;44;3;2;"nein";"ja"
77;3;17;"Innenstadt";"3. Obergeschoss";60.06;2;"nein";"ja";"nein";"ja";3;"M";03/01/23;9;2;1;"nein";"nein"
26;2;11;"Innenstadt";"Erdgeschoss";47.77;2;"ja";"nein";"nein";"nein";2;"M";12/01/90;396;5;2;"nein";"nein"
59;1;1;"Innenstadt";"Erdgeschoss";46.25;2;"nein";"ja";"nein";"nein";2;"W";06/01/59;774;5;1;"nein";"nein"
96;5;39;"Innenstadt";"Erdgeschoss";47.56;2;"ja";"ja";"nein";"nein";2;"M";04/01/19;56;2;1;"nein";"ja"
81;5;33;"Innenstadt";"1. Obergeschoss";49.5;2;"ja";"ja";"nein";"ja";2;"M";02/01/16;94;3;2;"nein";"nein"
107;3;19;"Innenstadt";"1. Obergeschoss";47.98;2;"ja";"nein";"nein";"ja";2;"M";01/01/20;47;2;1;"nein";"nein"
102;1;3;"Innenstadt";"1. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"M";10/01/92;374;3;1;"nein";"nein"
70;2;15;"Innenstadt";"2. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"W";03/01/10;165;2;1;"nein";"nein"
120;2;12;"Innenstadt";"2. Obergeschoss";47.98;2;"nein";"ja";"nein";"ja";2;"W";07/01/16;89;2;1;"ja";"nein"
44;2;12;"Innenstadt";"2. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"M";06/01/59;742;5;2;"nein";"nein"
44;2;12;"Innenstadt";"2. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"M";12/01/21;20;3;1;"nein";"nein"
44;2;12;"Innenstadt";"2. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"W";10/01/23;2;2;1;"nein";"nein"
234;1;5;"Innenstadt";"3. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"W";04/01/81;512;5;2;"nein";"nein"
248;1;23;"Innenstadt";"3. Obergeschoss";47.98;2;"nein";"ja";"nein";"ja";2;"M";07/01/09;173;2;1;"nein";"nein"
132;2;22;"Innenstadt";"3. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"M";09/01/19;33;2;1;"nein";"nein"
132;2;22;"Innenstadt";"3. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"M";07/01/22;17;3;1;"nein";"nein"
211;1;10;"Innenstadt";"Erdgeschoss";47.77;2;"ja";"nein";"nein";"nein";2;"W";11/01/19;15;2;1;"nein";"nein"
211;1;10;"Innenstadt";"Erdgeschoss";47.77;2;"ja";"nein";"nein";"nein";2;"M";07/01/21;29;2;1;"nein";"nein"
131;1;10;"Innenstadt";"Erdgeschoss";46.25;2;"ja";"nein";"nein";"nein";2;"W";12/01/15;96;3;2;"nein";"ja"
70;4;32;"Innenstadt";"Erdgeschoss";47.56;2;"nein";"ja";"nein";"nein";2;"M";03/01/18;23;2;1;"nein";"nein"
70;4;32;"Innenstadt";"Erdgeschoss";47.56;2;"nein";"ja";"nein";"nein";2;"W";09/01/20;29;2;1;"nein";"nein"
70;4;32;"Innenstadt";"Erdgeschoss";47.56;2;"nein";"ja";"nein";"nein";2;"M";09/01/23;3;2;1;"nein";"nein"
92;1;1;"Innenstadt";"1. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"M";06/01/59;740;5;2;"nein";"nein"
92;1;1;"Innenstadt";"1. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"W";03/01/21;33;5;1;"nein";"nein"
93;2;10;"Innenstadt";"1. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"W";05/01/09;175;4;1;"nein";"ja"
172;3;23;"Innenstadt";"2. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"W";11/01/72;613;5;2;"nein";"nein"
72;4;29;"Innenstadt";"2. Obergeschoss";47.98;2;"ja";"nein";"nein";"ja";2;"M";10/01/19;50;2;2;"nein";"nein"
102;1;6;"Innenstadt";"2. Obergeschoss";49.29;2;"ja";"nein";"nein";"ja";2;"M";05/01/20;43;2;1;"nein";"nein"
63;4;27;"Innenstadt";"3. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"W";04/01/11;148;2;2;"nein";"nein"
63;4;27;"Innenstadt";"3. Obergeschoss";49.5;2;"nein";"ja";"nein";"ja";2;"W";10/01/23;2;2;1;"nein";"nein"
188;3;24;"Innenstadt";"3. Obergeschoss";47.98;2;"nein";"ja";"nein";"ja";2;"W";03/01/87;441;4;1;"nein";"nein"
155;4;43;"Innenstadt";"3. Obergeschoss";49.29;2;"nein";"ja";"nein";"ja";2;"W";11/01/14;109;2;2;"nein";"nein"
105;1;25;"Innenstadt";"Erdgeschoss";81.94;4;"nein";"ja";"nein";"nein";3;"M";03/01/89;417;4;2;"nein";"nein"
126;5;50;"Innenstadt";"Erdgeschoss";45.4;2;"ja";"nein";"nein";"nein";2;"M";12/01/18;33;4;1;"nein";"nein"
126;5;50;"Innenstadt";"Erdgeschoss";45.4;2;"ja";"nein";"nein";"nein";2;"W";07/01/22;17;4;1;"nein";"ja"
107;2;14;"Innenstadt";"1. Obergeschoss";76.33;3;"nein";"ja";"nein";"ja";3;"W";10/01/00;278;5;1;"nein";"nein"
80;2;16;"Innenstadt";"1. Obergeschoss";62.01;3;"nein";"ja";"nein";"nein";3;"W";12/01/18;51;2;1;"nein";"nein"
80;2;16;"Innenstadt";"1. Obergeschoss";62.01;3;"nein";"ja";"nein";"nein";3;"W";06/01/23;6;2;3;"nein";"nein"
45;1;3;"Innenstadt";"2. Obergeschoss";76.33;3;"ja";"nein";"nein";"ja";3;"M";05/01/17;79;3;3;"nein";"nein"
96;5;33;"Innenstadt";"2. Obergeschoss";62.01;3;"nein";"ja";"nein";"nein";3;"W";09/01/17;38;3;2;"ja";"nein"
96;5;33;"Innenstadt";"2. Obergeschoss";62.01;3;"nein";"ja";"nein";"nein";3;"W";01/01/21;35;2;2;"ja";"nein"
138;9;85;"Innenstadt";"3. Obergeschoss";76.33;3;"nein";"ja";"nein";"ja";3;"W";04/01/17;50;2;1;"nein";"nein"
138;9;85;"Innenstadt";"3. Obergeschoss";76.33;3;"nein";"ja";"nein";"ja";3;"W";07/01/21;29;2;3;"nein";"nein"
242;2;43;"Innenstadt";"3. Obergeschoss";62.01;3;"nein";"ja";"nein";"nein";3;"M";07/01/16;89;3;1;"nein";"ja"
149;4;36;"Innenstadt";"Erdgeschoss";60.19;3;"ja";"nein";"nein";"nein";2;"M";05/01/16;91;4;2;"nein";"nein"
166;3;24;"Innenstadt";"Erdgeschoss";55.4;3;"ja";"nein";"nein";"nein";2;"W";11/01/10;145;5;1;"nein";"nein"
166;3;24;"Innenstadt";"Erdgeschoss";55.4;3;"ja";"nein";"nein";"nein";3;"W";01/01/24;0;2;1;"ja";"nein"
154;2;18;"Innenstadt";"1. Obergeschoss";61.83;3;"nein";"ja";"nein";"ja";3;"W";11/01/20;37;4;2;"ja";"nein"
67;3;22;"Innenstadt";"1. Obergeschoss";63.25;3;"nein";"ja";"nein";"ja";2;"M";10/01/98;302;5;2;"nein";"nein"
120;3;30;"Innenstadt";"2. Obergeschoss";61.83;3;"ja";"nein";"nein";"ja";2;"M";10/01/05;218;4;1;"nein";"nein"
108;3;17;"Innenstadt";"2. Obergeschoss";63.25;3;"nein";"ja";"nein";"ja";2;"M";09/01/60;714;5;2;"nein";"nein"
108;3;17;"Innenstadt";"2. Obergeschoss";63.25;3;"nein";"ja";"nein";"ja";2;"W";04/01/20;44;5;1;"nein";"nein"
86;1;6;"Innenstadt";"3. Obergeschoss";62.41;2;"nein";"nein";"nein";"ja";2;"M";09/01/60;726;5;2;"nein";"nein"
86;1;6;"Innenstadt";"3. Obergeschoss";62.41;2;"nein";"nein";"nein";"ja";3;"W";02/01/22;22;2;1;"nein";"nein"
53;3;19;"Innenstadt";"3. Obergeschoss";63.25;3;"nein";"ja";"nein";"ja";2;"W";09/01/60;759;5;2;"nein";"nein"
76;1;6;"Innenstadt";"Erdgeschoss";57.15;2;"ja";"nein";"nein";"nein";2;"W";11/01/19;4;5;1;"nein";"nein"
76;1;6;"Innenstadt";"Erdgeschoss";57.15;2;"ja";"nein";"nein";"nein";3;"M";08/01/21;28;2;1;"ja";"nein"
104;2;87;"Innenstadt";"Erdgeschoss";56.43;3;"nein";"ja";"nein";"nein";2;"M";09/01/60;759;5;2;"nein";"nein"
149;2;15;"Innenstadt";"1. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"W";09/01/60;747;5;1;"nein";"nein"
149;2;15;"Innenstadt";"1. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";3;"W";10/01/23;2;3;2;"ja";"nein"
105;2;147;"Innenstadt";"1. Obergeschoss";63.25;3;"nein";"ja";"nein";"ja";2;"W";10/01/16;86;5;1;"nein";"nein"
177;1;6;"Innenstadt";"2. Obergeschoss";59.2;3;"nein";"ja";"nein";"ja";2;"W";09/01/60;759;5;2;"nein";"nein"
151;1;6;"Innenstadt";"2. Obergeschoss";63.25;3;"nein";"ja";"nein";"ja";2;"M";09/01/60;755;5;1;"nein";"nein"
64;4;27;"Innenstadt";"3. Obergeschoss";123;6;"ja";"ja";"nein";"ja";4;"M";07/01/22;17;2;2;"nein";"nein"
210;2;15;"Innenstadt";"Erdgeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"W";06/01/15;102;"\N";1;"ja";"nein"
26;2;9;"Innenstadt";"Erdgeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"M";01/01/17;83;4;1;"nein";"nein"
95;3;22;"Innenstadt";"Erdgeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"M";08/01/15;100;3;1;"nein";"nein"
143;4;38;"Innenstadt";"1. Obergeschoss";50.35;2;"ja";"nein";"nein";"ja";2;"W";02/01/10;158;5;1;"nein";"nein"
110;3;25;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"W";03/01/01;232;4;2;"nein";"nein"
110;3;25;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"M";04/01/21;26;2;1;"nein";"nein"
123;3;115;"Innenstadt";"1. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"M";06/01/17;33;2;1;"ja";"nein"
123;3;115;"Innenstadt";"1. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"M";06/01/20;6;2;1;"nein";"nein"
123;3;115;"Innenstadt";"1. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"M";03/01/21;11;2;1;"nein";"nein"
123;3;115;"Innenstadt";"1. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"M";04/01/22;20;2;1;"nein";"nein"
95;1;5;"Innenstadt";"2. Obergeschoss";50.35;2;"ja";"nein";"nein";"ja";2;"M";06/01/19;29;2;1;"nein";"nein"
95;1;5;"Innenstadt";"2. Obergeschoss";50.35;2;"ja";"nein";"nein";"ja";2;"M";07/01/22;17;2;1;"nein";"nein"
137;5;42;"Innenstadt";"2. Obergeschoss";49.23;2;"nein";"ja";"nein";"ja";2;"W";07/01/05;221;4;1;"nein";"nein"
103;1;20;"Innenstadt";"2. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"M";12/01/60;726;5;2;"nein";"nein"
145;1;1;"Innenstadt";"3. Obergeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"M";08/01/10;160;2;1;"nein";"nein"
102;4;27;"Innenstadt";"3. Obergeschoss";49.23;2;"nein";"ja";"nein";"ja";2;"M";02/01/20;46;3;1;"nein";"ja"
110;2;21;"Innenstadt";"3. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"W";07/01/19;53;2;1;"ja";"nein"
74;1;8;"Innenstadt";"Erdgeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"W";09/01/20;39;3;1;"nein";"nein"
135;1;1;"Innenstadt";"Erdgeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"W";04/01/07;200;4;1;"ja";"nein"
147;4;35;"Innenstadt";"1. Obergeschoss";50.35;2;"ja";"nein";"nein";"ja";2;"W";08/01/17;76;5;1;"nein";"nein"
154;5;41;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"W";07/01/18;52;3;2;"nein";"nein"
154;5;41;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"M";03/01/23;9;1;1;"nein";"nein"
131;5;43;"Innenstadt";"1. Obergeschoss";49.9;2;"ja";"ja";"nein";"ja";2;"W";06/01/11;140;4;1;"nein";"nein"
211;2;18;"Innenstadt";"2. Obergeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"M";12/01/60;756;5;2;"nein";"nein"
204;2;14;"Innenstadt";"2. Obergeschoss";49.23;2;"nein";"ja";"nein";"ja";2;"M";01/01/79;539;4;1;"nein";"nein"
114;6;43;"Innenstadt";"2. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"M";11/01/19;49;4;1;"nein";"nein"
208;1;5;"Innenstadt";"3. Obergeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"W";09/01/20;33;2;1;"nein";"nein"
179;4;35;"Innenstadt";"3. Obergeschoss";49.23;2;"nein";"ja";"nein";"ja";2;"M";12/01/14;108;2;1;"nein";"ja"
126;7;64;"Innenstadt";"3. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"M";01/01/19;18;2;1;"nein";"nein"
126;7;64;"Innenstadt";"3. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"W";10/01/20;16;2;1;"nein";"nein"
101;2;13;"Innenstadt";"Erdgeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"W";06/01/64;669;5;2;"nein";"nein"
101;2;13;"Innenstadt";"Erdgeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"M";04/01/20;44;5;1;"nein";"nein"
81;3;17;"Innenstadt";"Erdgeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"W";08/01/20;40;4;2;"nein";"nein"
55;1;4;"Innenstadt";"1. Obergeschoss";50.35;2;"ja";"nein";"nein";"ja";2;"W";04/01/16;51;2;2;"nein";"nein"
55;1;4;"Innenstadt";"1. Obergeschoss";50.35;2;"ja";"nein";"nein";"ja";2;"M";09/01/20;39;3;2;"nein";"nein"
67;2;16;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"M";07/01/18;65;4;2;"nein";"nein"
67;3;23;"Innenstadt";"1. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"M";06/01/14;114;3;1;"nein";"ja"
103;2;128;"Innenstadt";"2. Obergeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"M";01/01/11;155;3;1;"nein";"ja"
19;1;6;"Innenstadt";"2. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"M";08/01/20;12;2;2;"nein";"nein"
19;1;6;"Innenstadt";"2. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"M";01/01/22;23;2;1;"nein";"nein"
158;3;25;"Innenstadt";"3. Obergeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"M";02/01/08;190;2;1;"nein";"ja"
78;2;16;"Innenstadt";"3. Obergeschoss";49.23;2;"nein";"ja";"nein";"ja";2;"M";10/01/01;266;3;1;"nein";"nein"
87;3;29;"Innenstadt";"3. Obergeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"M";09/01/20;39;2;1;"nein";"nein"
113;2;16;"Innenstadt";"Erdgeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"W";12/01/94;348;4;2;"nein";"nein"
43;1;4;"Innenstadt";"Erdgeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"W";04/01/15;104;4;2;"nein";"nein"
118;2;12;"Innenstadt";"Erdgeschoss";49.99;2;"nein";"ja";"nein";"ja";2;"W";06/01/83;486;4;2;"nein";"nein"
114;3;24;"Innenstadt";"1. Obergeschoss";50.35;2;"nein";"ja";"nein";"ja";2;"W";03/01/95;345;3;1;"nein";"nein"
149;1;7;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"W";04/01/09;147;5;1;"nein";"nein"
149;1;7;"Innenstadt";"1. Obergeschoss";49.23;2;"ja";"nein";"nein";"ja";2;"M";06/01/22;18;2;1;"nein";"ja"
44;1;4;"Innenstadt";"1. Obergeschoss";49.99;2;"ja";"nein";"nein";"ja";2;"W";06/01/09;174;4;2;"nein";"nein"
